,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
933,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,27.25,43.2265625,2.05859375,4.65234375,0.55078125,0.44140625,2.078125,0.19921875,5.04296875,1.171875,0.796875,0.2734375,0.203125,0.38671875,1.203125,0.1171875,0.91015625,0.10546875,0.01171875,0.26953125,0.0234375,0.359375,0.51953125,0.02734375,0.02734375,0.296875,0.50390625,0.01953125,0.109375,0.953125,0.328125,0.02734375,1.1875,0.00390625,0.00390625,0.0390625,0.00390625,0.58203125,0.28125,0.47265625,0.10546875,0.3203125,0.01171875,0.046875,0.55078125,2.13671875,0.03515625,0.046875,0.01953125,0.00390625,0.00390625
934,25097.28013,19.23245,30,20.7,2710,0.5,6.9,23.5,1285.803279,197.4546,35.45703125,26.625,1.5859375,5.703125,1.796875,0.4921875,3.73828125,0.453125,5.31640625,0.55859375,1.9375,0.76171875,0.1484375,0.390625,0.9921875,0.87109375,1.56640625,0.25,0.08984375,0.13671875,0.05078125,0.20703125,0.390625,0.0078125,0.0390625,0.26953125,1.46875,0.015625,0.30078125,1.1171875,0.4609375,0.08984375,1.33984375,0.19921875,0.0546875,0.62109375,0.34375,0.62890625,0.47265625,0.28515625,0.15625,0.1640625,0.07421875,0.05078125,0.25,1.28125,0.125,0.390625,0.09375,0.0234375,0.15625
935,25097.28013,19.23245,30,20.7,2710,0.5,6.9,23.5,1285.803279,197.4546,35.01953125,26.9375,1.8359375,5.71875,1.93359375,0.51953125,3.92578125,0.53125,5.6328125,0.5625,1.87890625,0.6484375,0.140625,0.34765625,0.984375,0.65625,1.69921875,0.22265625,0.09765625,0.13671875,0.0546875,0.203125,0.4921875,0.0078125,0.01953125,0.265625,1.3359375,0.01953125,0.28125,1.06640625,0.4765625,0.09375,1.375,0.171875,0.05078125,0.44921875,0.32421875,0.54296875,0.359375,0.21875,0.15234375,0.20703125,0.0703125,0.03515625,0.19921875,1.3984375,0.12890625,0.37890625,0.07421875,0.0078125,0.109375
936,25097.28013,19.23245,30,20.7,2710,0.5,6.9,23.5,1285.803279,197.4546,33.9765625,28.3125,1.69921875,5.390625,1.88671875,0.60546875,4.04296875,0.421875,5.359375,0.640625,2,0.71484375,0.1015625,0.30859375,0.91015625,0.8359375,1.78125,0.21484375,0.08203125,0.1328125,0.08203125,0.16796875,0.375,0,0.01171875,0.203125,1.234375,0.01171875,0.24609375,1.05859375,0.3984375,0.05078125,1.4296875,0.18359375,0.05078125,0.53125,0.30078125,0.75,0.41796875,0.30859375,0.14453125,0.1796875,0.03515625,0.046875,0.26171875,1.47265625,0.0703125,0.35546875,0.05078125,0.0078125,0.14453125
937,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.1796875,22.85546875,1.4296875,6.0859375,1.48828125,0.56640625,3.6015625,0.3515625,6.7734375,1.3203125,1.2890625,0.484375,0.62109375,0.31640625,0.91015625,0.15234375,0.7109375,0.2265625,0.08203125,0.1171875,0.0234375,0.5,1.375,0.0234375,0.06640625,0.15625,0.55078125,0.046875,0.5546875,1.9453125,0.359375,0.015625,3.4609375,0.08203125,0.0078125,1.97265625,0.21484375,0.3203125,0.33203125,1.0546875,0.16015625,0.13671875,0.03125,0.0546875,0.296875,0.26953125,0.08203125,0.25390625,0.046875,0.015625,0.02734375
938,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.734375,26.10546875,1.3671875,5.515625,1.53125,0.5625,3.2265625,0.546875,7.56640625,1.24609375,1.50390625,0.625,0.71875,0.2890625,1.1015625,0.24609375,0.5546875,0.12109375,0.078125,0.1015625,0.03125,0.5546875,1.04296875,0.00390625,0.05078125,0.21484375,0.55078125,0.07421875,0.42578125,2.0546875,0.39453125,0.00390625,2.0703125,0.05859375,0.01171875,1.203125,0.203125,0.39453125,0.41015625,0.90234375,0.1484375,0.21484375,0.03515625,0.046875,0.2109375,0.3203125,0.1484375,0.34375,0.07421875,0.0078125,0.05078125
939,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,33.8984375,23.01953125,1.28515625,6.30078125,1.42578125,0.76953125,4.44140625,0.484375,6.51171875,1.546875,1.30859375,0.6015625,0.7265625,0.31640625,1.00390625,0.2109375,1.0234375,0.234375,0.05859375,0.1328125,0.015625,0.5234375,1.73046875,0.01953125,0.06640625,0.2265625,0.5859375,0.0859375,0.78125,1.72265625,0.3359375,0.01953125,4.03125,0.08984375,0.015625,1.43359375,0.12109375,0.31640625,0.3359375,0.9375,0.15625,0.12890625,0.046875,0.01953125,0.16015625,0.23828125,0.109375,0.3125,0.07421875,0.01953125,0.0390625
940,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.53125,26.46484375,1.38671875,4.87890625,1.109375,0.40625,2.765625,0.00390625,9.1875,1.08203125,1.16015625,0.51953125,0.29296875,0.76953125,1.08203125,0.01953125,1.20703125,0.140625,0,0.21484375,0,0.015625,0.21875,0.0390625,0.00390625,0.25,0.5390625,0.0234375,0.8046875,1.0390625,0.39453125,0.02734375,2.8515625,0.078125,0.01953125,0.21484375,0.078125,0.546875,0.46484375,0.2890625,0.05078125,0.29296875,0.03125,0.0390625,1.19921875,0.76953125,0.125,0.22265625,0.0546875,0.01171875,0.08203125
941,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.8984375,26.5390625,1.45703125,5.3203125,1.05859375,0.3984375,2.63671875,0.015625,9.75390625,1.14453125,1.1796875,0.48046875,0.38671875,0.625,1.0703125,0.015625,1.04296875,0.1484375,0.00390625,0.1875,0,0.0234375,0.2421875,0.03515625,0.00390625,0.34375,0.58203125,0.00390625,0.765625,0.984375,0.34765625,0.0234375,2.50390625,0.0625,0.02734375,0.19140625,0.0703125,0.4765625,0.51953125,0.29296875,0.0859375,0.3125,0.0078125,0.0546875,1.390625,0.77734375,0.07421875,0.26953125,0.046875,0.01171875,0.10546875
942,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.0078125,29.796875,1.42578125,5.203125,1.0234375,0.3125,2.4296875,0.0078125,11.7734375,0.68359375,1.171875,0.4609375,0.32421875,0.75390625,1.02734375,0.0234375,0.703125,0.08203125,0.0078125,0.23046875,0,0.0234375,0.19921875,0.01953125,0.00390625,0.2890625,0.55859375,0.00390625,0.5546875,0.99609375,0.32421875,0.01953125,1.35546875,0.05859375,0.04296875,0.15625,0.04296875,0.34375,0.48828125,0.2890625,0.08203125,0.25390625,0.0234375,0.015625,1.3125,0.61328125,0.07421875,0.26953125,0.0625,0.0078125,0.06640625
943,41639.52962,21,9.718041,22,3100,1,6.8,23.402141,1285.803279,197.4546,39.5703125,23.375,0.75390625,3.578125,1.76171875,0.73046875,4.91015625,1.1796875,3.71484375,0.35546875,1.9140625,0.4453125,0.125,0.40234375,0.6875,0.546875,2.23046875,0.14453125,0.04296875,0.046875,0.0703125,1.9375,0.40234375,0.03515625,0.01171875,0.76171875,0.53515625,0.078125,0.1640625,0.74609375,0.203125,0.09375,2.62890625,0.01171875,0.09375,0.87109375,0.17578125,0.9296875,0.453125,0.2265625,0.046875,0.11328125,0.13671875,0.0859375,1.89453125,0.3671875,0.1796875,0.11328125,0.078125,0.0234375,0.015625
944,41639.52962,21,9.718041,22,3100,1.2,6.8,23.402141,1285.803279,197.4546,43.1171875,14.859375,0.7578125,3.53125,1.73046875,0.93359375,6.40234375,1.49609375,3.734375,0.65625,1.98828125,0.45703125,0.14453125,0.390625,0.625,0.5703125,3.71875,0.21875,0.05078125,0.05859375,0.04296875,1.04296875,0.80859375,0.05078125,0.01953125,0.92578125,0.59375,0.109375,0.41015625,0.359375,0.25390625,0.0703125,4.44140625,0.03515625,0.16015625,0.3515625,0.109375,0.94140625,0.32421875,0.265625,0.01953125,0.17578125,0.09765625,0.07421875,1.9921875,0.49609375,0.1875,0.0625,0.1015625,0.02734375,0.0078125
945,41639.52962,21,9.718041,22,3100,1.5,6.8,23.402141,1285.803279,197.4546,38.98828125,24.4453125,0.765625,3.640625,1.765625,0.6328125,4.3046875,1.48046875,3.97265625,0.48046875,1.78515625,0.55078125,0.1796875,0.3984375,0.48828125,0.69921875,1.57421875,0.15234375,0.046875,0.046875,0.078125,2.171875,0.28125,0.03515625,0,0.77734375,0.46875,0.09765625,0.1796875,1.0625,0.21484375,0.08984375,2.2890625,0.02734375,0.12109375,1.10546875,0.171875,0.69921875,0.3984375,0.265625,0.08984375,0.140625,0.1640625,0.09765625,1.828125,0.30859375,0.171875,0.1171875,0.08203125,0.03515625,0.03125
946,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,26.3359375,16.1640625,2.03515625,8.7890625,1.953125,0.62890625,4.75,0.84375,10.51953125,1.23828125,1.46875,0.40625,0.3984375,0.56640625,1.16796875,0.19140625,9.75,0.484375,0.08203125,0.01953125,0.09765625,0.45703125,0.9140625,0.01171875,0.01953125,0.46875,0.2734375,0.01953125,0.28125,1.08984375,0.83203125,0.046875,2.140625,0.06640625,0.26953125,1.41015625,0.1171875,0.12109375,0.48046875,0.68359375,0.31640625,0.14453125,0.15625,0.0390625,0.98046875,0.19140625,0.12109375,0.32421875,0.09765625,0.0078125,0.02734375
947,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,27,16.16015625,1.9140625,8.71484375,2.13671875,0.62890625,4.55078125,1.16015625,11.15234375,1.0859375,1.36328125,0.4453125,0.4765625,0.65234375,1.16015625,0.17578125,8.765625,0.47265625,0.0703125,0.0625,0.1640625,0.48046875,0.7734375,0,0.015625,0.4140625,0.234375,0.01171875,0.26171875,0.8359375,0.94140625,0.09375,1.6875,0.0234375,0.26953125,1.73828125,0.14453125,0.15234375,0.49609375,0.62890625,0.2421875,0.12890625,0.125,0.04296875,0.8828125,0.26953125,0.16796875,0.45703125,0.13671875,0.015625,0.015625
948,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,27.25390625,17.56640625,1.76171875,8.9609375,1.875,0.4921875,4.35546875,1.2109375,12.34765625,0.92578125,1.578125,0.41015625,0.3984375,0.62109375,1.14453125,0.17578125,6.9609375,0.16796875,0.07421875,0.0625,0.1328125,0.41015625,0.671875,0.0078125,0.01171875,0.46484375,0.28125,0.04296875,0.12890625,0.9921875,0.89453125,0.09765625,1.62109375,0.03515625,0.28125,1.43359375,0.140625,0.14453125,0.4921875,0.60546875,0.30859375,0.19140625,0.08984375,0.046875,1.07421875,0.25,0.18359375,0.41796875,0.15625,0.015625,0.03125
949,5072.451791,20.88,20.88,14,4245,0.37,7,25,1285.803279,197.4546,33.36328125,28.87109375,1.82421875,7.0625,3.06640625,0.4140625,1.74609375,1.609375,10.1015625,0.41796875,1.3828125,0.6015625,0.171875,0.15234375,0.90234375,0.38671875,0.31640625,0.09765625,0.1015625,0.1015625,0.765625,0.9921875,0.23828125,0.0234375,0.05859375,0.20703125,0.41015625,0.09765625,0.21484375,0.2890625,0.52734375,0.125,0.23828125,0.06640625,0.01171875,0.25390625,0.32421875,0.94140625,0.296875,0.171875,0.0625,0.2109375,0.0859375,0.078125,0.015625,0.05078125,0.1484375,0.23828125,0.01953125,0.05859375,0.0859375
950,5072.451791,20.88,20.88,14,4245,0.25,7,25,1285.803279,197.4546,34.0390625,26.23046875,1.80859375,6.77734375,3.13671875,0.55078125,1.86328125,1.921875,10.9140625,0.390625,1.59765625,0.5625,0.21484375,0.13671875,0.7734375,0.4453125,0.46484375,0.140625,0.078125,0.125,0.859375,1.125,0.34375,0.02734375,0.09375,0.26953125,0.359375,0.1171875,0.2265625,0.24609375,0.640625,0.10546875,0.296875,0.08984375,0.01171875,0.22265625,0.25,0.92578125,0.28515625,0.1875,0.09765625,0.1640625,0.08984375,0.07421875,0.05078125,0.1015625,0.15625,0.234375,0.01953125,0.05859375,0.09765625
951,5072.451791,20.88,20.88,14,4245,0.17,7,25,1285.803279,197.4546,31.77734375,28.34765625,1.9375,7.3203125,2.98046875,0.5234375,2.234375,1.79296875,9.34375,0.515625,1.54296875,0.6328125,0.16796875,0.13671875,0.85546875,0.4453125,0.734375,0.140625,0.15234375,0.0859375,0.7890625,1.21484375,0.4296875,0.02734375,0.046875,0.3125,0.390625,0.11328125,0.36328125,0.390625,0.6328125,0.078125,0.37890625,0.109375,0.01171875,0.33203125,0.24609375,0.78515625,0.2734375,0.26953125,0.14453125,0.18359375,0.07421875,0.09375,0.02734375,0.08203125,0.2109375,0.19921875,0.0078125,0.04296875,0.0703125
952,20819.76481,27.5,13.75,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,30.15234375,22.625,2.140625,5.421875,2.59765625,0.4765625,3.86328125,1.21484375,5.63671875,0.8515625,1.0390625,0.26953125,0.08984375,0.1484375,1.73828125,0.328125,1.62109375,0.4453125,0.24609375,0.12109375,0.2890625,0.7265625,1.10546875,0.01171875,0.01171875,1.0234375,0.78515625,0.27734375,1.140625,2.296875,0.6015625,0.1328125,2.08984375,0.29296875,0.1171875,0.640625,0.37109375,0.6875,0.44921875,0.7421875,0.43359375,0.1171875,0.1015625,0.14453125,3.5390625,0.4296875,0.15625,0.1171875,0.08984375,0.00390625,0.046875
953,20819.76481,27.5,13.75,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,29.69921875,23.6953125,1.96875,5.3203125,2.578125,0.609375,3.58984375,1.34375,5.73828125,0.94921875,1.05859375,0.26953125,0.09375,0.1171875,1.5703125,0.37890625,2.0625,0.45703125,0.28125,0.14453125,0.23046875,0.91015625,1.09375,0.01171875,0.01171875,1.0234375,0.9765625,0.3359375,1.38671875,1.734375,0.50390625,0.171875,2.30859375,0.296875,0.109375,0.50390625,0.390625,0.359375,0.375,0.5703125,0.39453125,0.09375,0.10546875,0.140625,3.09765625,0.44921875,0.19921875,0.0625,0.125,0.01953125,0.08203125
954,20819.76481,27.5,13.75,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,32.6171875,23.01953125,2.265625,5.05078125,2.67578125,0.453125,2.88671875,1.23046875,5.9765625,0.67578125,1.25,0.2421875,0.0625,0.1484375,1.375,0.4296875,1.0390625,0.38671875,0.37109375,0.13671875,0.3046875,0.83984375,0.6796875,0.01953125,0.015625,1.05859375,0.9921875,0.37890625,0.81640625,2.15234375,0.5625,0.16015625,1.484375,0.2109375,0.08984375,0.5859375,0.390625,0.38671875,0.3828125,0.63671875,0.3203125,0.13671875,0.05859375,0.14453125,3.93359375,0.5,0.21875,0.08984375,0.06640625,0.02734375,0.0625
955,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,42.68359375,33.9921875,0.66015625,2.22265625,1.078125,0.33203125,1.0234375,0.359375,3.109375,0.0859375,0.890625,0.28125,0.01171875,0.31640625,0.0625,0.73046875,0.2578125,0.1484375,0.02734375,0.03515625,0.22265625,0.0234375,0.13671875,0.03515625,0,0.14453125,0.03515625,0.00390625,0.01953125,0.0546875,0.12890625,0.03125,0.01171875,0.01171875,0.00390625,1.53515625,0.53515625,6.55078125,0.08984375,0.03515625,0.0234375,0.015625,0.046875,0.05859375,0.12890625,1.0546875,0.06640625,0.578125,0,0.01171875,0.09765625
956,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,43.06640625,34.73828125,0.671875,2.23828125,1.078125,0.37890625,1.1640625,0.3203125,2.64453125,0.09765625,0.94921875,0.30078125,0.03125,0.3359375,0.05859375,0.66796875,0.2890625,0.14453125,0.046875,0.015625,0.25390625,0.01171875,0.10546875,0.02734375,0.00390625,0.140625,0.03515625,0.0078125,0.0234375,0.02734375,0.125,0.0546875,0.00390625,0.02734375,0.0234375,1.4921875,0.53125,5.84765625,0.078125,0.04296875,0.0078125,0.03125,0.10546875,0.06640625,0.03515625,0.8828125,0.10546875,0.55859375,0.00390625,0.0078125,0.09375
957,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,42.96875,36.7578125,0.671875,2.34765625,1.015625,0.453125,1.26953125,0.48046875,2.50390625,0.09375,0.91796875,0.3046875,0.01171875,0.28515625,0.05078125,0.80859375,0.3046875,0.171875,0.03515625,0.03125,0.22265625,0.03515625,0.14453125,0.05078125,0,0.16796875,0.0390625,0.01171875,0.01171875,0.01953125,0.16796875,0.03125,0,0.00390625,0.0234375,1.546875,0.4921875,3.64453125,0.04296875,0.01953125,0.03125,0.0390625,0.0703125,0.05078125,0.0546875,0.765625,0.109375,0.62109375,0.00390625,0.01171875,0.08203125
958,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,43.4453125,34.328125,0.79296875,2.40625,1.10546875,0.39453125,1.2109375,0.52734375,2.74609375,0.078125,1.05859375,0.359375,0.01171875,0.34765625,0.0625,0.875,0.234375,0.1875,0.02734375,0.078125,0.28515625,0.0546875,0.08984375,0.0625,0.0078125,0.15234375,0.046875,0.01171875,0.015625,0.03125,0.140625,0.05078125,0.01953125,0.0078125,0.03125,1.80859375,0.5703125,3.8984375,0.08984375,0.02734375,0.01171875,0.04296875,0.0625,0.04296875,0.03515625,1.2578125,0.11328125,0.6640625,0.01953125,0.01953125,0.05078125
959,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,48.8203125,31.0078125,0.6953125,2.671875,0.98046875,0.3984375,1.83984375,0.53125,3.23828125,0.140625,1.02734375,0.29296875,0.0234375,0.32421875,0.046875,0.71875,0.42578125,0.109375,0.0078125,0.02734375,0.23046875,0.0390625,0.1640625,0.06640625,0.01171875,0.19140625,0.0625,0.00390625,0.0234375,0.03515625,0.15625,0.02734375,0,0.01953125,0.01953125,1.4375,0.57421875,1.2578125,0.08984375,0.0546875,0.01171875,0.0234375,0.03125,0.0703125,0.09765625,1.0234375,0.16015625,0.65625,0.01171875,0.015625,0.10546875
960,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,49.125,31.50390625,0.6328125,2.4375,0.91796875,0.3046875,1.48828125,0.47265625,3.23046875,0.12890625,1.18359375,0.39453125,0.01171875,0.41796875,0.0390625,0.8515625,0.421875,0.12109375,0.01953125,0.0390625,0.2890625,0.015625,0.13671875,0.03515625,0,0.109375,0.03515625,0.01171875,0.01171875,0.0390625,0.1640625,0.0390625,0,0.00390625,0.03125,1.46875,0.7578125,0.859375,0.0625,0.03125,0.01171875,0.05078125,0.046875,0.01171875,0.0546875,1.19921875,0.1015625,0.59765625,0,0.0078125,0.07421875
961,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,44.109375,30.73046875,0.640625,2.33203125,1.171875,0.5234375,1.390625,0.4296875,3.125,0.1484375,1.05859375,0.3046875,0.015625,0.28515625,0.06640625,0.70703125,0.37890625,0.1875,0.03125,0.06640625,0.3125,0.05859375,0.1484375,0.0390625,0,0.1328125,0.078125,0,0,0.046875,0.18359375,0.0546875,0.01171875,0,0.0234375,1.42578125,0.62109375,6.83984375,0.0703125,0.02734375,0.01171875,0.0390625,0.06640625,0.07421875,0.0546875,1.11328125,0.1484375,0.59765625,0.01171875,0.01953125,0.0859375
962,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,45.16015625,32.125,0.6328125,2.5234375,0.96875,0.41015625,1.51171875,0.4375,3.1484375,0.1171875,0.98046875,0.3203125,0.02734375,0.34765625,0.0703125,0.59375,0.46484375,0.1796875,0.03515625,0.05078125,0.265625,0.0234375,0.09765625,0.04296875,0.00390625,0.15234375,0.0546875,0.00390625,0.0234375,0.04296875,0.16796875,0.0546875,0.00390625,0.0078125,0.01953125,1.4453125,0.640625,4.625,0.05859375,0.015625,0.015625,0.05859375,0.07421875,0.078125,0.046875,1.21484375,0.10546875,0.46875,0.01171875,0.01171875,0.05859375
963,88957.17692,19.23245,4.7,2.73,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,42.3984375,35.109375,0.82421875,2.17578125,1.125,0.3046875,1.02734375,0.41796875,3.16015625,0.06640625,1.07421875,0.31640625,0.01171875,0.375,0.04296875,0.82421875,0.1640625,0.1484375,0.04296875,0.078125,0.2109375,0.03125,0.0625,0.046875,0,0.109375,0.03515625,0.0078125,0.00390625,0.03515625,0.15234375,0.04296875,0,0.00390625,0.01171875,1.421875,0.74609375,5,0.0546875,0.03125,0.015625,0.05078125,0.05859375,0.078125,0.0546875,1.1484375,0.0625,0.68359375,0.00390625,0.01953125,0.12890625
964,45424.94141,43,4.8,4.7,1362,1.5,7.096624,23.402141,1285.803279,197.4546,45.9453125,40.59765625,0.22265625,1.69921875,0.48046875,0.29296875,0.62890625,0.14453125,1.97265625,0.3125,0.7421875,0.57421875,0.02734375,0.28515625,0.0234375,0.45703125,0.0625,0.08984375,0.0078125,0.078125,0.0234375,0.0078125,0.09375,0,0,0.08203125,0.1171875,0,0.0078125,0.07421875,0.10546875,0.03515625,0.01171875,0.01953125,0,0.01171875,0.64453125,2.6953125,0.3046875,0.04296875,0.1796875,0.1953125,0.04296875,0.046875,0,0.484375,0.01171875,0.0859375,0.00390625,0,0.02734375
965,45424.94141,43,4.8,4.7,1362,1.5,7.096624,23.402141,1285.803279,197.4546,44.08203125,43.8046875,0.2421875,2.09765625,0.3359375,0.34375,0.578125,0.1484375,1.28125,0.38671875,0.63671875,0.76171875,0.01953125,0.37109375,0.02734375,0.72265625,0.078125,0.12890625,0,0.07421875,0.0078125,0,0.05078125,0.00390625,0,0.078125,0.08984375,0,0.01171875,0.0859375,0.04296875,0.01953125,0.0234375,0.01953125,0.00390625,0,0.51171875,1.609375,0.171875,0.01171875,0.17578125,0.18359375,0.03125,0.03125,0,0.578125,0,0.1015625,0,0.03125,0.00390625
966,45424.94141,43,4.8,4.7,1362,1.5,7.096624,23.402141,1285.803279,197.4546,49.85546875,37.5859375,0.2421875,2.5390625,0.34765625,0.33984375,0.5859375,0.1484375,1.62890625,0.3671875,0.6328125,0.63671875,0.01953125,0.3125,0.0234375,0.5234375,0.15234375,0.11328125,0,0.10546875,0.0078125,0,0.0703125,0,0,0.0703125,0.140625,0,0.015625,0.07421875,0.0546875,0.00390625,0.01953125,0.03125,0,0,0.74609375,1.203125,0.27734375,0.015625,0.2265625,0.15625,0.03125,0.03515625,0.0078125,0.53515625,0.01171875,0.0859375,0,0.0078125,0.01171875
967,45424.94141,43,4.8,4.7,1414,1.25,7.096624,23.402141,1285.803279,197.4546,46.83984375,39.07421875,0.22265625,1.53125,0.43359375,0.30078125,0.59765625,0.14453125,2.40625,0.28125,0.921875,0.6875,0.01953125,0.30078125,0.05859375,0.38671875,0.0625,0.09375,0,0.06640625,0.0234375,0.00390625,0.08203125,0,0,0.0625,0.12890625,0.00390625,0.00390625,0.0390625,0.06640625,0.05078125,0.01953125,0.015625,0,0.00390625,0.859375,2.8125,0.33984375,0.03125,0.05078125,0.1953125,0.04296875,0.04296875,0.00390625,0.57421875,0.00390625,0.0859375,0,0.00390625,0.01953125
968,45424.94141,43,4.8,4.7,1414,1.25,7.096624,23.402141,1285.803279,197.4546,48.37890625,38.87109375,0.19140625,2.3515625,0.3359375,0.28515625,0.671875,0.2109375,1.921875,0.5,0.7265625,0.6953125,0.0234375,0.2890625,0.0234375,0.5234375,0.13671875,0.16796875,0.00390625,0.09765625,0.0078125,0,0.12890625,0,0,0.11328125,0.0546875,0.00390625,0.0234375,0.0546875,0.078125,0.015625,0.01171875,0.01171875,0,0,0.84765625,0.8515625,0.3515625,0.0390625,0.09765625,0.140625,0.05859375,0.03515625,0.0078125,0.55859375,0.01171875,0.0546875,0,0.015625,0.01953125
969,45424.94141,43,4.8,4.7,1414,1.25,7.096624,23.402141,1285.803279,197.4546,49.37890625,38.44921875,0.2265625,2.1171875,0.24609375,0.328125,0.625,0.203125,1.9296875,0.5234375,0.7109375,0.60546875,0.02734375,0.29296875,0.02734375,0.46484375,0.1328125,0.14453125,0,0.05859375,0.02734375,0,0.1015625,0.00390625,0.0078125,0.06640625,0.13671875,0,0.00390625,0.02734375,0.06640625,0.0078125,0.015625,0.046875,0,0.0078125,0.890625,0.64453125,0.31640625,0.03515625,0.13671875,0.16796875,0.04296875,0.01953125,0.00390625,0.61328125,0.0234375,0.07421875,0.00390625,0.0078125,0.0078125
970,48797,12.5,3.3,15.25832,3004,2.35,6.5,27,1285.803279,197.4546,48.91015625,29.47265625,0.54296875,2.2109375,0.9453125,0.53515625,0.45703125,0.09375,1.765625,0.27734375,0.73828125,0.79296875,0.1171875,0.4375,0.03125,0.87890625,0.66015625,0.43359375,0.00390625,0.0078125,0.05859375,0.05859375,0.359375,0.01953125,0.00390625,0.05078125,0.0078125,0.01171875,0.0859375,0.02734375,0.0546875,0.0703125,0,0.015625,0.05078125,0.34765625,0.4765625,6.79296875,0.05859375,0.00390625,0.00390625,0.08984375,0.27734375,0.05859375,0.0234375,0.08203125,0.01953125,1.19921875,0,0.3046875,0.07421875
971,48797,12.5,3.3,15.25832,3004,2.35,6.5,27,1285.803279,197.4546,49.953125,29.8125,0.41796875,2.6171875,1.0546875,0.61328125,0.35546875,0.1796875,1.6953125,0.22265625,0.73828125,0.8828125,0.11328125,0.36328125,0.0234375,0.68359375,0.46484375,0.421875,0.0078125,0.00390625,0.0625,0.05078125,0.296875,0.0078125,0.00390625,0.04296875,0.01171875,0.0078125,0.04296875,0.078125,0.0703125,0.05859375,0.01171875,0.00390625,0.0703125,0.2734375,0.51171875,5.61328125,0.02734375,0,0.02734375,0.07421875,0.16796875,0.01953125,0.0390625,0.09765625,0.07421875,1.328125,0.00390625,0.1796875,0.1171875
972,48797,12.5,3.3,15.25832,3004,2.35,6.5,27,1285.803279,197.4546,49.94921875,25.3125,1.30859375,3.99609375,1.1015625,0.73828125,0.8515625,0.484375,2.76171875,0.37109375,0.7890625,0.64453125,0.23046875,0.41015625,0.25390625,0.99609375,0.66796875,0.3359375,0.0234375,0.25390625,0.0859375,0.10546875,0.34765625,0.01171875,0.04296875,0.1640625,0.21875,0.02734375,0.10546875,0.546875,0.14453125,0.02734375,0.62890625,0.05078125,0.06640625,0.54296875,0.578125,2.59765625,0.1796875,0.109375,0.12890625,0.18359375,0.125,0.04296875,0.109375,0.1875,0.09765625,0.7890625,0,0.125,0.1484375
